Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
520033,RIVERVIEW HSPTL ASSOC,410 DEWEY ST PO BOX 8080,,,WISCONSIN RAPIDS,WI,54495.00,WOOD,7154236060.00,17.20,No Different than U.S. National Rate,13.50,21.60,38.00,,13.70,No Different than U.S. National Rate,10.50,17.50,154.00,,11.20,No Different than U.S. National Rate,8.10,15.20,120.00,,19.70,No Different than U.S. National Rate,15.80,24.30,27.00,,21.30,No Different than U.S. National Rate,17.70,25.70,167.00,,19.00,No Different than U.S. National Rate,15.30,23.40,123.00,
520034,AURORA MED CTR MANITOWOC CTY,5000 MEMORIAL DR,,,TWO RIVERS,WI,54241.00,MANITOWOC,9207945000.00,17.10,No Different than U.S. National Rate,13.50,21.10,74.00,,13.20,No Different than U.S. National Rate,10.00,17.40,105.00,,11.00,No Different than U.S. National Rate,8.10,14.90,124.00,,19.40,No Different than U.S. National Rate,15.40,24.10,62.00,,21.20,No Different than U.S. National Rate,17.50,25.60,114.00,,17.20,No Different than U.S. National Rate,13.80,21.10,124.00,
520035,AURORA SHEBOYGAN MEM MED CTR,2629 N 7TH ST,,,SHEBOYGAN,WI,53083.00,SHEBOYGAN,9204515000.00,16.10,No Different than U.S. National Rate,12.50,20.50,68.00,,13.40,No Different than U.S. National Rate,10.50,16.90,191.00,,13.20,No Different than U.S. National Rate,10.10,17.10,166.00,,19.20,No Different than U.S. National Rate,15.30,23.80,62.00,,20.30,Better than U.S. National Rate,16.90,24.30,213.00,,15.20,No Different than U.S. National Rate,12.30,19.30,183.00,
520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,,,MARSHFIELD,WI,54449.00,WOOD,7153877850.00,15.90,No Different than U.S. National Rate,13.20,19.00,359.00,,11.00,No Different than U.S. National Rate,8.70,13.60,416.00,,13.30,No Different than U.S. National Rate,10.50,16.70,300.00,,18.40,No Different than U.S. National Rate,15.50,21.70,361.00,,26.60,No Different than U.S. National Rate,23.30,30.20,473.00,,20.30,No Different than U.S. National Rate,17.00,23.90,312.00,
520038,AURORA MED CENTER-WASHINGTON COUNTY,1032 E SUMNER ST,,,HARTFORD,WI,53027.00,WASHINGTON,2626732300.00,13.90,No Different than U.S. National Rate,10.80,17.80,74.00,,12.90,No Different than U.S. National Rate,9.70,17.00,140.00,,12.20,No Different than U.S. National Rate,8.90,16.30,140.00,,18.80,No Different than U.S. National Rate,15.10,23.00,62.00,,22.50,No Different than U.S. National Rate,18.60,26.90,151.00,,17.30,No Different than U.S. National Rate,13.80,21.40,140.00,
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,,,MILWAUKEE                     ,WI,53295.00,MILWAUKEE,4143842000.00,14.70,No Different than U.S. National Rate,11.00,19.20,76.00,,10.30,No Different than U.S. National Rate,8.00,13.10,338.00,,9.50,No Different than U.S. National Rate,7.00,12.80,193.00,,20.00,No Different than U.S. National Rate,16.20,24.40,94.00,,25.30,No Different than U.S. National Rate,22.10,28.50,444.00,,18.80,No Different than U.S. National Rate,15.50,22.60,215.00,
520041,DIVINE SAVIOR HLTHCARE,"2817 NEW PINERY RD, P O BOX 387",,,PORTAGE,WI,53901.00,COLUMBIA,6087424131.00,Not Available,Number of Cases Too Small,Not Available,Not Available,13.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.10,No Different than U.S. National Rate,8.90,16.50,105.00,,11.90,No Different than U.S. National Rate,8.70,15.90,164.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,7.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,21.80,No Different than U.S. National Rate,17.80,26.50,113.00,,19.40,No Different than U.S. National Rate,15.70,23.80,168.00,
520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,,,SHEBOYGAN,WI,53081.00,SHEBOYGAN,9204598300.00,17.30,No Different than U.S. National Rate,13.30,22.20,51.00,,15.10,No Different than U.S. National Rate,11.60,19.10,134.00,,11.80,No Different than U.S. National Rate,8.80,15.50,136.00,,19.10,No Different than U.S. National Rate,15.30,23.90,46.00,,23.50,No Different than U.S. National Rate,19.50,28.10,148.00,,16.00,No Different than U.S. National Rate,12.80,20.00,140.00,
520045,THEDA CLARK MED CTR,130 2ND ST,,,NEENAH,WI,54956.00,WINNEBAGO,9207293100.00,16.20,No Different than U.S. National Rate,12.50,20.70,70.00,,14.40,No Different than U.S. National Rate,11.20,18.30,176.00,,9.70,No Different than U.S. National Rate,6.80,13.70,106.00,,20.00,No Different than U.S. National Rate,15.90,24.90,62.00,,24.30,No Different than U.S. National Rate,20.50,28.30,207.00,,18.30,No Different than U.S. National Rate,14.60,22.80,121.00,
520048,MERCY MED CTR OF OSHKOSH,500 S OAKWOOD RD,,,OSHKOSH,WI,54904.00,WINNEBAGO,9202232000.00,16.70,No Different than U.S. National Rate,12.70,21.60,60.00,,10.80,No Different than U.S. National Rate,8.00,14.50,121.00,,11.30,No Different than U.S. National Rate,8.40,15.00,117.00,,19.10,No Different than U.S. National Rate,15.10,23.90,54.00,,22.80,No Different than U.S. National Rate,18.80,27.30,155.00,,17.90,No Different than U.S. National Rate,14.50,21.90,124.00,
520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,,,GREEN BAY,WI,54305.00,BROWN,9204333500.00,11.80,Better than U.S. National Rate,9.20,14.80,269.00,,11.40,No Different than U.S. National Rate,8.80,14.70,270.00,,8.80,No Different than U.S. National Rate,6.20,12.40,132.00,,15.90,Better than U.S. National Rate,13.10,19.40,326.00,,20.30,Better than U.S. National Rate,17.10,23.90,335.00,,17.70,No Different than U.S. National Rate,14.10,21.90,143.00,
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,,,MADISON                       ,WI,53705.00,DANE,6082561901.00,16.10,No Different than U.S. National Rate,12.20,20.80,127.00,,10.90,No Different than U.S. National Rate,8.30,14.20,244.00,,12.50,No Different than U.S. National Rate,9.50,16.30,182.00,,20.10,No Different than U.S. National Rate,16.30,24.70,137.00,,24.50,No Different than U.S. National Rate,21.10,28.10,325.00,,17.80,No Different than U.S. National Rate,14.70,21.30,207.00,
520051,COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,2323 N LAKE DR,,,MILWAUKEE,WI,53211.00,MILWAUKEE,4142911210.00,14.30,No Different than U.S. National Rate,11.30,17.90,173.00,,13.20,No Different than U.S. National Rate,10.60,16.10,361.00,,12.40,No Different than U.S. National Rate,9.90,15.40,301.00,,20.60,No Different than U.S. National Rate,17.30,24.70,181.00,,24.10,No Different than U.S. National Rate,21.00,27.20,451.00,,19.50,No Different than U.S. National Rate,16.30,23.10,310.00,
520057,ST CLARE HSPTL HLTH SVCS,707 14TH ST,,,BARABOO,WI,53913.00,SAUK,6083561400.00,Not Available,Number of Cases Too Small,Not Available,Not Available,10.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.20,No Different than U.S. National Rate,8.10,15.10,95.00,,14.90,No Different than U.S. National Rate,11.30,19.40,153.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,5.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,21.80,No Different than U.S. National Rate,17.90,26.50,105.00,,15.30,No Different than U.S. National Rate,12.10,19.10,161.00,
520059,AURORA MEMORIAL HSPTL BURLINGTON,252 MCHENRY ST,,,BURLINGTON,WI,53105.00,RACINE,2627676000.00,14.20,No Different than U.S. National Rate,11.10,18.00,51.00,,12.70,No Different than U.S. National Rate,9.80,16.30,153.00,,13.10,No Different than U.S. National Rate,10.40,16.50,202.00,,19.00,No Different than U.S. National Rate,15.10,23.90,42.00,,24.50,No Different than U.S. National Rate,20.60,28.70,196.00,,17.40,No Different than U.S. National Rate,14.20,21.00,224.00,
520062,OCONOMOWOC MEM HSPTL,791 E SUMMIT AVE,,,OCONOMOWOC,WI,53066.00,WAUKESHA,2625699400.00,14.30,No Different than U.S. National Rate,11.00,18.00,48.00,,13.50,No Different than U.S. National Rate,10.30,17.30,150.00,,14.00,No Different than U.S. National Rate,10.80,17.70,181.00,,21.00,No Different than U.S. National Rate,16.70,25.90,47.00,,21.90,No Different than U.S. National Rate,18.20,26.20,167.00,,17.70,No Different than U.S. National Rate,14.50,21.50,185.00,
520063,ST JOSEPHS COM HSPTL WEST BEND,3200 PLEASANT VALLEY ROAD,,,WEST BEND,WI,53095.00,WASHINGTON,2623345533.00,14.80,No Different than U.S. National Rate,11.10,19.00,31.00,,11.90,No Different than U.S. National Rate,9.00,15.50,161.00,,12.70,No Different than U.S. National Rate,9.80,16.30,221.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,23.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.10,No Different than U.S. National Rate,19.40,27.40,184.00,,19.90,No Different than U.S. National Rate,16.40,23.90,231.00,
520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,,,JANESVILLE,WI,53548.00,ROCK,6087566080.00,16.90,No Different than U.S. National Rate,13.60,20.70,188.00,,13.50,No Different than U.S. National Rate,10.80,16.80,327.00,,9.90,No Different than U.S. National Rate,7.70,12.70,353.00,,18.20,No Different than U.S. National Rate,14.90,22.30,172.00,,24.10,No Different than U.S. National Rate,20.80,27.80,360.00,,18.10,No Different than U.S. National Rate,15.20,21.30,376.00,
520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,,,EAU CLAIRE,WI,54703.00,EAU CLAIRE,7158383311.00,14.20,No Different than U.S. National Rate,11.20,17.80,238.00,,10.60,No Different than U.S. National Rate,8.40,13.20,428.00,,12.50,No Different than U.S. National Rate,9.90,15.60,295.00,,17.60,No Different than U.S. National Rate,14.50,21.30,260.00,,20.10,Better than U.S. National Rate,17.40,23.50,508.00,,16.10,No Different than U.S. National Rate,13.40,19.20,300.00,
520071,FORT HEALTHCARE,611 SHERMAN AVE E,,,FORT ATKINSON,WI,53538.00,JEFFERSON,9205685000.00,17.70,No Different than U.S. National Rate,13.30,22.80,31.00,,12.00,No Different than U.S. National Rate,9.00,15.90,148.00,,14.30,No Different than U.S. National Rate,10.90,18.20,164.00,,19.60,No Different than U.S. National Rate,15.60,24.80,25.00,,22.10,No Different than U.S. National Rate,18.30,26.40,152.00,,18.30,No Different than U.S. National Rate,14.80,22.40,164.00,
520075,ST VINCENT HSPTL,835 S VAN BUREN ST,,,GREEN BAY,WI,54301.00,BROWN,9204330111.00,15.80,No Different than U.S. National Rate,12.90,19.10,217.00,,12.30,No Different than U.S. National Rate,9.50,15.60,243.00,,11.90,No Different than U.S. National Rate,8.70,15.80,151.00,,19.60,No Different than U.S. National Rate,16.30,23.10,246.00,,21.10,No Different than U.S. National Rate,18.00,25.10,288.00,,18.00,No Different than U.S. National Rate,14.60,22.10,151.00,
520076,BEAVER DAM COM HSPTL,707 S UNIVERSITY AVE,,,BEAVER DAM,WI,53916.00,DODGE,9208877181.00,16.50,No Different than U.S. National Rate,12.50,21.30,27.00,,11.00,No Different than U.S. National Rate,8.20,15.00,113.00,,11.80,No Different than U.S. National Rate,8.80,15.60,167.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,19.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.80,No Different than U.S. National Rate,21.50,30.70,140.00,,16.10,No Different than U.S. National Rate,12.80,20.00,173.00,
520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,,,MILWAUKEE,WI,53215.00,MILWAUKEE,4146475000.00,18.20,No Different than U.S. National Rate,14.80,21.90,149.00,,10.30,No Different than U.S. National Rate,8.10,13.00,314.00,,9.10,No Different than U.S. National Rate,6.70,12.00,244.00,,21.70,No Different than U.S. National Rate,18.00,26.10,133.00,,24.50,No Different than U.S. National Rate,21.10,28.10,366.00,,16.70,No Different than U.S. National Rate,13.80,20.10,243.00,
520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,,,MADISON,WI,53715.00,DANE,6082516100.00,14.60,No Different than U.S. National Rate,12.00,17.70,370.00,,10.80,No Different than U.S. National Rate,8.80,13.30,531.00,,9.20,Better than U.S. National Rate,7.40,11.60,542.00,,18.00,No Different than U.S. National Rate,15.30,21.20,432.00,,21.90,No Different than U.S. National Rate,19.30,24.90,632.00,,16.60,No Different than U.S. National Rate,14.10,19.40,588.00,
520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,,,LA CROSSE,WI,54601.00,LA CROSSE,6087827300.00,15.60,No Different than U.S. National Rate,12.70,18.70,313.00,,12.50,No Different than U.S. National Rate,9.50,16.10,191.00,,14.90,No Different than U.S. National Rate,11.60,18.70,207.00,,17.70,No Different than U.S. National Rate,14.80,21.10,319.00,,22.20,No Different than U.S. National Rate,18.90,26.30,247.00,,17.20,No Different than U.S. National Rate,14.10,20.90,242.00,
520088,ST AGNES HSPTL,430 E DIVISON ST,,,FOND DU LAC,WI,54935.00,FOND DU LAC,9209292300.00,15.50,No Different than U.S. National Rate,12.30,19.40,160.00,,14.90,No Different than U.S. National Rate,11.50,19.00,194.00,,11.00,No Different than U.S. National Rate,8.50,14.20,276.00,,18.90,No Different than U.S. National Rate,15.50,22.90,170.00,,21.20,No Different than U.S. National Rate,17.70,25.50,216.00,,16.20,No Different than U.S. National Rate,13.20,19.70,278.00,
520089,MERITER HSPTL,202 S PARK ST,,,MADISON,WI,53715.00,DANE,6084176210.00,14.00,No Different than U.S. National Rate,11.40,17.10,300.00,,13.40,No Different than U.S. National Rate,11.00,16.10,522.00,,11.90,No Different than U.S. National Rate,9.60,14.70,428.00,,20.50,No Different than U.S. National Rate,17.10,24.30,324.00,,23.80,No Different than U.S. National Rate,20.90,26.80,630.00,,17.20,No Different than U.S. National Rate,14.50,20.20,481.00,
520091,HOWARD YOUNG MED CTR,240 MAPLE ST PO BOX 470,,,WOODRUFF,WI,54568.00,ONEIDA,7153568000.00,15.60,No Different than U.S. National Rate,12.00,20.10,42.00,,12.10,No Different than U.S. National Rate,9.10,15.80,141.00,,11.80,No Different than U.S. National Rate,8.60,15.60,153.00,,18.80,No Different than U.S. National Rate,15.00,23.50,30.00,,23.90,No Different than U.S. National Rate,20.10,28.30,153.00,,16.90,No Different than U.S. National Rate,13.60,20.80,161.00,
520095,SAUK PRAIRIE MEM HSPTL,80 FIRST ST,,,PRAIRIE DU SAC,WI,53578.00,SAUK,6086433311.00,Not Available,Number of Cases Too Small,Not Available,Not Available,11.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.90,No Different than U.S. National Rate,7.70,15.30,60.00,,10.10,No Different than U.S. National Rate,7.00,14.60,69.00,,Not Available,Number of Cases Too Small,Not Available,Not Available,4.00,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.80,No Different than U.S. National Rate,19.40,29.00,69.00,,17.20,No Different than U.S. National Rate,13.30,21.90,69.00,
520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,,,RACINE,WI,53405.00,RACINE,2626874011.00,16.10,No Different than U.S. National Rate,13.10,19.50,225.00,,10.30,No Different than U.S. National Rate,8.50,12.40,626.00,,13.50,No Different than U.S. National Rate,11.20,16.20,445.00,,19.20,No Different than U.S. National Rate,16.00,23.00,216.00,,25.00,No Different than U.S. National Rate,22.50,27.90,742.00,,20.50,No Different than U.S. National Rate,17.50,23.50,455.00,
520097,ST MARYS HSPTL MED CTR,1726 SHAWANO AVE,,,GREEN BAY,WI,54303.00,BROWN,9204984200.00,16.10,No Different than U.S. National Rate,12.50,21.00,102.00,,14.80,No Different than U.S. National Rate,11.50,18.70,180.00,,12.70,No Different than U.S. National Rate,9.30,17.00,108.00,,18.70,No Different than U.S. National Rate,14.80,23.20,95.00,,22.00,No Different than U.S. National Rate,18.40,26.40,197.00,,17.40,No Different than U.S. National Rate,13.90,21.90,109.00,
520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,,,MADISON,WI,53792.00,DANE,6082638991.00,13.90,No Different than U.S. National Rate,11.20,17.20,327.00,,11.70,No Different than U.S. National Rate,9.30,14.60,312.00,,11.00,No Different than U.S. National Rate,8.60,13.90,322.00,,19.60,No Different than U.S. National Rate,16.40,23.30,367.00,,24.40,No Different than U.S. National Rate,21.40,27.70,420.00,,18.70,No Different than U.S. National Rate,15.80,21.90,388.00,
520100,BELOIT MEM HSPTL,1969 W HART RD,,,BELOIT,WI,53511.00,ROCK,6083645011.00,13.70,No Different than U.S. National Rate,10.60,17.60,135.00,,12.90,No Different than U.S. National Rate,10.10,16.00,281.00,,15.40,No Different than U.S. National Rate,12.00,19.80,188.00,,18.30,No Different than U.S. National Rate,14.90,22.40,130.00,,22.80,No Different than U.S. National Rate,19.60,26.40,318.00,,16.40,No Different than U.S. National Rate,13.30,20.00,183.00,
520102,AURORA LAKELAND MED CTR,W3985 CTY RD NN,,,ELKHORN,WI,53121.00,WALWORTH,2627412000.00,15.80,No Different than U.S. National Rate,12.20,20.40,45.00,,11.50,No Different than U.S. National Rate,8.60,15.10,154.00,,14.20,No Different than U.S. National Rate,11.20,17.70,242.00,,19.60,No Different than U.S. National Rate,15.30,24.40,26.00,,19.80,Better than U.S. National Rate,16.40,23.90,178.00,,16.40,No Different than U.S. National Rate,13.50,20.10,252.00,
520103,COMMUNITY MEMORIAL HSPTL,W180 N8085 TOWN HALL RD,,,MENOMONEE FALLS,WI,53051.00,WAUKESHA,2622511000.00,16.40,No Different than U.S. National Rate,13.10,20.60,190.00,,12.80,No Different than U.S. National Rate,10.00,16.00,337.00,,10.80,No Different than U.S. National Rate,8.60,13.80,387.00,,19.80,No Different than U.S. National Rate,16.30,23.90,187.00,,25.30,No Different than U.S. National Rate,21.80,29.00,389.00,,18.60,No Different than U.S. National Rate,15.60,21.80,405.00,
520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVE PO BOX 1450,,,MANITOWOC,WI,54221.00,MANITOWOC,9203202011.00,19.30,Worse than U.S. National Rate,15.60,23.70,98.00,,13.30,No Different than U.S. National Rate,10.20,17.20,178.00,,12.80,No Different than U.S. National Rate,9.70,16.60,156.00,,19.30,No Different than U.S. National Rate,15.40,24.00,88.00,,24.10,No Different than U.S. National Rate,20.20,28.50,193.00,,17.90,No Different than U.S. National Rate,14.60,21.90,146.00,
